inventory_id;film_id;store_id;category_id
1663;363;1;12
1664;363;2;12
1665;363;2;12
1666;363;2;12
1667;364;1;13
1668;364;1;13
1669;364;1;13
1670;365;1;5
1671;365;1;5
1672;365;2;5
1673;365;2;5
1674;366;1;7
1675;366;1;7
1676;366;1;7
1677;366;1;7
1678;366;2;7
1679;366;2;7
1680;366;2;7
1681;367;1;14
1682;367;1;14
1683;367;1;14
1684;367;1;14
1685;367;2;14
1686;367;2;14
1687;367;2;14
1688;368;1;7
1689;368;1;7
1690;369;1;14
1691;369;1;14
1692;369;1;14
1693;369;1;14
1694;369;2;14
1695;369;2;14
1696;369;2;14
1697;369;2;14
1698;370;1;3
1699;370;1;3
1700;370;1;3
1701;370;2;3
1702;370;2;3
1703;371;1;1
1704;371;1;1
1705;371;1;1
1706;372;1;15
1707;372;1;15
1708;373;1;3
1709;373;1;3
1710;373;1;3
1711;373;2;3
1712;373;2;3
1713;374;1;14
1714;374;1;14
1715;374;1;14
1716;374;2;14
1717;374;2;14
1718;374;2;14
1719;374;2;14
1720;375;1;1
1721;375;1;1
1722;376;1;9
1723;376;1;9
1724;376;1;9
1725;376;1;9
1726;376;2;9
1727;376;2;9
1728;376;2;9
1729;377;1;8
1730;377;1;8
1731;377;1;8
1732;377;2;8
1733;377;2;8
1734;377;2;8
1735;378;1;12
1736;378;1;12
1737;378;1;12
1738;378;1;12
1739;378;2;12
1740;378;2;12
1741;378;2;12
1742;378;2;12
1743;379;2;7
1744;379;2;7
1745;379;2;7
1746;379;2;7
1747;380;1;9
1748;380;1;9
1749;380;2;9
1750;380;2;9
1751;380;2;9
1752;381;1;10
1753;381;1;10
1754;381;2;10
1755;381;2;10
1756;381;2;10
1757;382;1;10
1758;382;1;10
1759;382;1;10
1760;382;1;10
1761;382;2;10
1762;382;2;10
1763;382;2;10
1764;382;2;10
1765;383;1;15
1766;383;1;15
1767;383;1;15
1768;383;2;15
1769;383;2;15
1770;384;2;12
1771;384;2;12
1772;384;2;12
1773;385;1;5
1774;385;1;5
1775;385;2;5
1776;385;2;5
1777;385;2;5
1778;387;1;10
1779;387;1;10
1780;387;1;10
1781;387;2;10
1782;387;2;10
1783;387;2;10
1784;388;1;5
1785;388;1;5
1786;388;1;5
1787;388;2;5
1788;388;2;5
1789;388;2;5
1790;389;1;15
1791;389;1;15
1792;389;2;15
1793;389;2;15
1794;390;1;14
1795;390;1;14
1796;390;1;14
1797;391;1;8
1798;391;1;8
1799;391;1;8
1800;391;1;8
1801;391;2;8
1802;391;2;8
1803;391;2;8
1804;392;1;3
1805;392;1;3
1806;392;1;3
1807;392;1;3
1808;392;2;3
1809;392;2;3
1810;393;1;6
1811;393;1;6
1812;394;1;14
1813;394;1;14
1814;394;1;14
1815;394;1;14
1816;395;1;1
1817;395;1;1
1818;395;1;1
1819;395;2;1
1820;395;2;1
1821;395;2;1
1822;396;2;7
1823;396;2;7
1824;396;2;7
1825;396;2;7
1826;397;1;14
1827;397;1;14
1828;397;1;14
1829;397;2;14
1830;397;2;14
1831;397;2;14
1832;397;2;14
1833;398;2;12
1834;398;2;12
1835;398;2;12
1836;398;2;12
1837;399;2;9
1838;399;2;9
1839;400;1;6
1840;400;1;6
1841;401;1;7
1842;401;1;7
1843;402;1;2
1844;402;1;2
1845;402;1;2
1846;402;2;2
1847;402;2;2
1848;402;2;2
1849;403;1;7
1850;403;1;7
1851;403;1;7
1852;403;1;7
1853;403;2;7
1854;403;2;7
1855;403;2;7
1856;403;2;7
1857;405;2;16
1858;405;2;16
1859;406;1;10
1860;406;1;10
1861;406;2;10
1862;406;2;10
1863;406;2;10
1864;406;2;10
1865;407;1;6
1866;407;1;6
1867;408;1;10
1868;408;1;10
1869;408;1;10
1870;408;1;10
1871;408;2;10
1872;408;2;10
1873;408;2;10
1874;409;1;3
1875;409;1;3
1876;409;1;3
1877;409;1;3
1878;409;2;3
1879;409;2;3
1880;409;2;3
1881;410;1;5
1882;410;1;5
1883;410;1;5
1884;410;2;5
1885;410;2;5
1886;411;1;12
1887;411;1;12
1888;412;1;6
1889;412;1;6
1890;412;1;6
1891;412;1;6
1892;412;2;6
1893;412;2;6
1894;412;2;6
1895;412;2;6
1896;413;1;5
1897;413;1;5
1898;413;1;5
1899;414;1;9
1900;414;1;9
1901;414;1;9
1902;414;2;9
1903;414;2;9
1904;414;2;9
1905;415;1;11
1906;415;1;11
1907;415;1;11
1908;415;2;11
1909;415;2;11
1910;415;2;11
1911;416;1;9
1912;416;1;9
1913;416;2;9
1914;416;2;9
1915;416;2;9
1916;416;2;9
1917;417;1;1
1918;417;1;1
1919;417;1;1
1920;417;1;1
1921;417;2;1
1922;417;2;1
1923;418;1;7
1924;418;1;7
1925;418;1;7
1926;418;1;7
1927;418;2;7
1928;418;2;7
1929;418;2;7
1930;418;2;7
1931;420;1;15
1932;420;1;15
1933;420;2;15
1934;420;2;15
1935;420;2;15
1936;421;2;9
1937;421;2;9
1938;421;2;9
1939;421;2;9
1940;422;2;14
1941;422;2;14
1942;423;1;3
1943;423;1;3
1944;423;2;3
1945;423;2;3
1946;424;1;3
1947;424;1;3
1948;424;1;3
1949;424;2;3
1950;424;2;3
1951;425;2;4
1952;425;2;4
1953;426;2;12
1954;426;2;12
1955;426;2;12
1956;427;1;6
1957;427;1;6
1958;427;1;6
1959;427;1;6
1960;428;1;8
1961;428;1;8
1962;428;1;8
1963;428;1;8
1964;428;2;8
1965;428;2;8
1966;429;1;15
1967;429;1;15
1968;429;2;15
1969;429;2;15
1970;429;2;15
1971;429;2;15
1972;430;2;2
1973;430;2;2
1974;430;2;2
1975;430;2;2
1976;431;2;9
1977;431;2;9
1978;431;2;9
1979;432;1;4
1980;432;1;4
1981;432;1;4
1982;432;2;4
1983;432;2;4
1984;433;1;2
1985;433;1;2
1986;433;1;2
1987;433;1;2
1988;433;2;2
1989;433;2;2
1990;434;1;16
1991;434;1;16
1992;434;1;16
1993;434;1;16
1994;434;2;16
1995;434;2;16
1996;434;2;16
1997;434;2;16
1998;435;1;9
1999;435;1;9
2000;436;1;13
2001;436;1;13
2002;436;1;13
2003;436;2;13
2004;436;2;13
2005;436;2;13
2006;437;1;8
2007;437;1;8
2008;437;2;8
2009;437;2;8
2010;437;2;8
2011;437;2;8
2012;438;1;10
2013;438;1;10
2014;438;2;10
2015;438;2;10
2016;438;2;10
2017;439;1;7
2018;439;1;7
2019;439;1;7
2020;439;1;7
2021;439;2;7
2022;439;2;7
2023;440;1;9
2024;440;1;9
2025;440;2;9
2026;440;2;9
2027;441;1;6
2028;441;1;6
2029;442;1;8
2030;442;1;8
2031;442;1;8
2032;443;1;5
2033;443;1;5
2034;443;1;5
2035;443;2;5
2036;443;2;5
2037;443;2;5
2038;443;2;5
2039;444;1;5
2040;444;1;5
2041;444;1;5
2042;444;1;5
2043;444;2;5
2044;444;2;5
2045;444;2;5
2046;444;2;5
2047;445;1;4
2048;445;1;4
2049;445;1;4
2050;445;2;4
2051;445;2;4
2052;445;2;4
2053;446;1;15
2054;446;1;15
2055;446;2;15
2056;446;2;15
2057;447;1;10
2058;447;1;10
2059;447;1;10
2060;447;1;10
2061;447;2;10
2062;447;2;10
2063;447;2;10
2064;448;1;13
2065;448;1;13
2066;448;2;13
2067;448;2;13
2068;448;2;13
2069;449;2;14
2070;449;2;14
2071;449;2;14
2072;449;2;14
2073;450;1;3
2074;450;1;3
2075;450;1;3
2076;450;2;3
2077;450;2;3
2078;450;2;3
2079;450;2;3
2080;451;1;16
2081;451;1;16
2082;451;2;16
2083;451;2;16
2084;451;2;16
2085;452;2;9
2086;452;2;9
2087;452;2;9
2088;452;2;9
2089;453;1;15
2090;453;1;15
2091;453;1;15
2092;453;2;15
2093;453;2;15
2094;454;1;12
2095;454;1;12
2096;455;1;9
2097;455;1;9
2098;455;1;9
2099;455;1;9
2100;456;1;2
2101;456;1;2
2102;456;2;2
2103;456;2;2
2104;456;2;2
2105;456;2;2
2106;457;1;6
2107;457;1;6
2108;457;2;6
2109;457;2;6
2110;457;2;6
2111;457;2;6
2112;458;1;8
2113;458;1;8
2114;458;2;8
2115;458;2;8
2116;458;2;8
2117;458;2;8
2118;459;2;9
2119;459;2;9
2120;460;1;9
2121;460;1;9
2122;460;1;9
2123;460;1;9
2124;460;2;9
2125;460;2;9
2126;460;2;9
2127;460;2;9
2128;461;1;2
2129;461;1;2
2130;461;2;2
2131;461;2;2
2132;461;2;2
2133;461;2;2
2134;462;1;12
2135;462;1;12
2136;462;2;12
2137;462;2;12
2138;462;2;12
2139;463;1;15
2140;463;1;15
2141;463;1;15
2142;463;2;15
2143;463;2;15
2144;464;1;2
2145;464;1;2
2146;464;1;2
2147;464;1;2
2148;464;2;2
2149;464;2;2
2150;464;2;2
2151;465;1;13
2152;465;1;13
2153;465;2;13
2154;465;2;13
2155;465;2;13
2156;466;1;6
2157;466;1;6
2158;467;1;9
2159;467;1;9
2160;467;1;9
2161;467;1;9
2162;467;2;9
2163;467;2;9
2164;467;2;9
2165;468;1;3
2166;468;1;3
2167;468;1;3
2168;468;1;3
2169;468;2;3
2170;468;2;3
2171;468;2;3
2172;468;2;3
2173;469;2;4
2174;469;2;4
2175;469;2;4
2176;470;1;2
2177;470;1;2
2178;471;1;4
2179;471;1;4
2180;471;1;4
2181;471;2;4
2182;471;2;4
2183;471;2;4
2184;471;2;4
2185;472;2;16
2186;472;2;16
2187;473;1;7
2188;473;1;7
2189;473;2;7
2190;473;2;7
2191;473;2;7
2192;474;2;15
2193;474;2;15
2194;474;2;15
2195;474;2;15
2196;475;2;11
2197;475;2;11
2198;476;1;8
2199;476;1;8
2200;476;1;8
2201;476;2;8
2202;476;2;8
2203;476;2;8
2204;476;2;8
2205;477;2;12
2206;477;2;12
2207;477;2;12
2208;478;1;5
2209;478;1;5
2210;478;2;5
2211;478;2;5
2212;478;2;5
2213;479;1;8
2214;479;1;8
2215;479;2;8
2216;479;2;8
2217;479;2;8
2218;480;1;4
2219;480;1;4
2220;480;2;4
2221;480;2;4
2222;481;1;13
2223;481;1;13
2224;481;1;13
2225;481;2;13
2226;481;2;13
2227;481;2;13
2228;482;1;4
2229;482;1;4
2230;482;1;4
2231;483;1;10
2232;483;1;10
2233;483;1;10
2234;483;2;10
2235;483;2;10
2236;484;1;4
2237;484;1;4
2238;484;1;4
2239;484;1;4
2240;484;2;4
2241;484;2;4
2242;484;2;4
2243;485;2;3
2244;485;2;3
2245;485;2;3
2246;486;1;9
2247;486;1;9
2248;486;1;9
2249;486;1;9
2250;486;2;9
2251;486;2;9
2252;487;2;4
2253;487;2;4
2254;487;2;4
2255;488;1;15
2256;488;1;15
2257;488;2;15
2258;488;2;15
2259;488;2;15
2260;489;1;2
2261;489;1;2
2262;489;1;2
2263;489;1;2
2264;489;2;2
2265;489;2;2
2266;489;2;2
2267;489;2;2
2268;490;1;13
2269;490;1;13
2270;491;1;3
2271;491;1;3
2272;491;2;3
2273;491;2;3
2274;491;2;3
2275;491;2;3
2276;492;1;13
2277;492;1;13
2278;493;2;9
2279;493;2;9
2280;493;2;9
2281;494;1;11
2282;494;1;11
2283;494;1;11
2284;494;1;11
2285;494;2;11
2286;494;2;11
2287;496;1;16
2288;496;1;16
2289;496;2;16
2290;496;2;16
2291;496;2;16
2292;498;1;8
2293;498;1;8
2294;499;1;8
2295;499;1;8
2296;500;1;9
2297;500;1;9
2298;500;1;9
2299;500;1;9
2300;500;2;9
2301;500;2;9
2302;500;2;9
2303;500;2;9
2304;501;1;1
2305;501;1;1
2306;501;1;1
2307;501;2;1
2308;501;2;1
2309;502;1;5
2310;502;1;5
2311;502;1;5
2312;502;1;5
2313;502;2;5
2314;502;2;5
2315;502;2;5
2316;503;1;15
2317;503;1;15
2318;503;1;15
2319;504;1;7
2320;504;1;7
2321;504;1;7
2322;504;1;7
2323;504;2;7
2324;504;2;7
2325;505;2;3
2326;505;2;3
2327;505;2;3
2328;505;2;3
2329;506;1;11
2330;506;1;11
2331;506;1;11
2332;506;1;11
2333;506;2;11
2334;506;2;11
2335;507;2;10
2336;507;2;10
2337;508;2;10
2338;508;2;10
2339;508;2;10
2340;509;2;3
2341;509;2;3
2342;509;2;3
2343;510;1;2
2344;510;1;2
2345;510;1;2
2346;510;1;2
2347;511;1;1
2348;511;1;1
2349;511;2;1
2350;511;2;1
2351;511;2;1
2352;512;1;4
2353;512;1;4
2354;512;2;4
2355;512;2;4
2356;512;2;4
2357;512;2;4
2358;513;2;16
2359;513;2;16
2360;514;1;7
2361;514;1;7
2362;514;2;7
2363;514;2;7
2364;514;2;7
2365;514;2;7
2366;515;2;3
2367;515;2;3
2368;516;2;12
2369;516;2;12
2370;516;2;12
2371;517;2;15
2372;517;2;15
2373;518;1;16
2374;518;1;16
2375;518;2;16
2376;518;2;16
2377;518;2;16
2378;518;2;16
2379;519;2;15
2380;519;2;15
2381;519;2;15
2382;519;2;15
2383;520;1;14
2384;520;1;14
2385;521;1;7
2386;521;1;7
2387;521;1;7
2388;521;1;7
2389;521;2;7
2390;521;2;7
2391;521;2;7
2392;522;2;5
2393;522;2;5
2394;523;1;4
2395;523;1;4
2396;524;1;5
2397;524;1;5
2398;524;2;5
2399;524;2;5
2400;524;2;5
2401;524;2;5
2402;525;1;4
2403;525;1;4
2404;525;1;4
2405;525;1;4
2406;525;2;4
2407;525;2;4
2408;525;2;4
2409;525;2;4
2410;526;2;16
2411;526;2;16
2412;526;2;16
2413;526;2;16
2414;527;1;11
2415;527;1;11
2416;527;2;11
2417;527;2;11
2418;527;2;11
2419;527;2;11
2420;528;1;8
2421;528;1;8
2422;528;1;8
2423;529;1;5
2424;529;1;5
2425;529;1;5
2426;529;1;5
2427;530;1;1
2428;530;1;1
2429;530;1;1
2430;531;1;9
2431;531;1;9
2432;531;1;9
2433;531;1;9
2434;531;2;9
2435;531;2;9
2436;531;2;9
2437;531;2;9
2438;532;2;15
2439;532;2;15
2440;532;2;15
2441;532;2;15
2442;533;1;9
2443;533;1;9
2444;533;1;9
2445;534;1;8
2446;534;1;8
2447;534;2;8
2448;534;2;8
2449;534;2;8
2450;535;1;11
2451;535;1;11
2452;535;1;11
2453;535;1;11
2454;536;1;4
2455;536;1;4
2456;536;1;4
2457;536;2;4
2458;536;2;4
2459;537;2;4
2460;537;2;4
2461;537;2;4
2462;538;2;13
2463;538;2;13
2464;538;2;13
2465;539;1;7
2466;539;1;7
2467;540;1;12
2468;540;1;12
2469;540;1;12
2470;541;2;2
2471;541;2;2
2472;542;1;1
2473;542;1;1
2474;542;1;1
2475;542;1;1
2476;542;2;1
2477;542;2;1
2478;543;1;16
2479;543;1;16
2480;544;1;6
2481;544;1;6
2482;544;2;6
2483;544;2;6
2484;545;1;9
2485;545;1;9
2486;545;1;9
2487;545;1;9
2488;545;2;9
2489;545;2;9
2490;546;2;10
2491;546;2;10
2492;546;2;10
2493;546;2;10
2494;547;2;3
2495;547;2;3
2496;548;1;4
2497;548;1;4
2498;549;1;1
2499;549;1;1
2500;549;2;1
2501;549;2;1
2502;550;1;8
2503;550;1;8
2504;550;1;8
2505;551;1;13
2506;551;1;13
2507;551;1;13
2508;551;2;13
2509;551;2;13
2510;551;2;13
2511;552;2;6
2512;552;2;6
2513;552;2;6
2514;552;2;6
2515;553;2;3
2516;553;2;3
2517;553;2;3
2518;554;1;4
2519;554;1;4
2520;554;1;4
2521;554;1;4
2522;554;2;4
2523;554;2;4
2524;554;2;4
2525;555;1;5
2526;555;1;5
2527;555;1;5
2528;555;2;5
2529;555;2;5
2530;555;2;5
2531;555;2;5
2532;556;1;10
2533;556;1;10
2534;556;1;10
2535;556;2;10
2536;556;2;10
2537;556;2;10
2538;556;2;10
2539;557;1;8
2540;557;1;8
2541;557;2;8
2542;557;2;8
2543;557;2;8
2544;558;2;13
2545;558;2;13
2546;559;1;14
2547;559;1;14
2548;559;1;14
2549;559;1;14
2550;559;2;14
2551;559;2;14
2552;559;2;14
2553;559;2;14
2554;560;1;10
2555;560;1;10
2556;560;1;10
2557;560;2;10
2558;560;2;10
2559;561;1;13
2560;561;1;13
2561;561;1;13
2562;561;1;13
2563;562;1;12
2564;562;1;12
2565;562;1;12
2566;562;1;12
2567;562;2;12
2568;562;2;12
2569;563;1;10
2570;563;1;10
2571;563;1;10
2572;563;1;10
2573;563;2;10
2574;563;2;10
2575;563;2;10
2576;564;2;2
2577;564;2;2
2578;564;2;2
2579;565;1;9
2580;565;1;9
2581;566;1;9
2582;566;1;9
2583;567;1;9
2584;567;1;9
2585;567;2;9
2586;567;2;9
2587;568;1;5
2588;568;1;5
2589;568;2;5
2590;568;2;5
2591;569;1;2
2592;569;1;2
2593;570;1;15
2594;570;1;15
2595;570;2;15
2596;570;2;15
2597;570;2;15
2598;571;1;6
2599;571;1;6
2600;571;2;6
2601;571;2;6
2602;571;2;6
2603;571;2;6
2604;572;1;14
2605;572;1;14
2606;572;1;14
2607;572;1;14
2608;572;2;14
2609;572;2;14
2610;572;2;14
2611;572;2;14
2612;573;1;3
2613;573;1;3
2614;573;1;3
2615;573;1;3
2616;574;1;1
2617;574;1;1
2618;574;2;1
2619;574;2;1
2620;574;2;1
2621;575;1;6
2622;575;1;6
2623;575;2;6
2624;575;2;6
2625;575;2;6
2626;575;2;6
2627;576;2;6
2628;576;2;6
2629;576;2;6
2630;577;1;15
2631;577;1;15
2632;577;1;15
2633;578;1;4
2634;578;1;4
2635;578;2;4
2636;578;2;4
2637;578;2;4
2638;579;1;1
2639;579;1;1
2640;579;1;1
2641;579;1;1
2642;579;2;1
2643;579;2;1
2644;579;2;1
2645;580;1;13
2646;580;1;13
2647;580;1;13
2648;580;1;13
2649;580;2;13
2650;580;2;13
2651;581;1;12
2652;581;1;12
2653;581;1;12
2654;582;2;2
2655;582;2;2
2656;583;1;2
2657;583;1;2
2658;583;1;2
2659;583;2;2
2660;583;2;2
2661;584;1;9
2662;584;1;9
2663;585;2;7
2664;585;2;7
2665;585;2;7
2666;585;2;7
2667;586;1;1
2668;586;1;1
2669;586;1;1
2670;586;1;1
2671;586;2;1
2672;586;2;1
2673;586;2;1
2674;586;2;1
2675;587;1;6
2676;587;1;6
2677;587;1;6
2678;588;2;3
2679;588;2;3
2680;588;2;3
2681;588;2;3
2682;589;2;6
2683;589;2;6
2684;589;2;6
2685;589;2;6
2686;590;1;13
2687;590;1;13
2688;590;1;13
2689;590;2;13
2690;590;2;13
2691;590;2;13
2692;590;2;13
2693;591;2;10
2694;591;2;10
2695;591;2;10
2696;592;1;12
2697;592;1;12
2698;592;2;12
2699;592;2;12
2700;593;2;11
2701;593;2;11
2702;593;2;11
2703;593;2;11
2704;594;1;1
2705;594;1;1
2706;594;1;1
2707;595;1;9
2708;595;1;9
2709;595;1;9
2710;595;1;9
2711;595;2;9
2712;595;2;9
2713;595;2;9
2714;595;2;9
2715;596;1;10
2716;596;1;10
2717;596;2;10
2718;596;2;10
2719;596;2;10
2720;596;2;10
2721;597;2;10
2722;597;2;10
2723;597;2;10
2724;597;2;10
2725;598;1;15
2726;598;1;15
2727;598;1;15
2728;598;1;15
2729;599;1;15
2730;599;1;15
2731;599;1;15
2732;599;2;15
2733;599;2;15
2734;600;1;11
2735;600;1;11
2736;600;2;11
2737;600;2;11
2738;601;1;16
2739;601;1;16
2740;601;1;16
2741;601;2;16
2742;601;2;16
2743;602;1;14
2744;602;1;14
2745;602;2;14
2746;602;2;14
2747;602;2;14
2748;603;1;8
2749;603;1;8
2750;603;1;8
2751;603;1;8
2752;603;2;8
2753;603;2;8
2754;604;2;5
2755;604;2;5
2756;604;2;5
2757;605;2;9
2758;605;2;9
2759;606;1;15
2760;606;1;15
2761;606;2;15
2762;606;2;15
2763;606;2;15
2764;606;2;15
2765;608;1;3
2766;608;1;3
2767;608;2;3
2768;608;2;3
2769;608;2;3
2770;608;2;3
2771;609;1;16
2772;609;1;16
2773;609;1;16
2774;609;1;16
2775;609;2;16
2776;609;2;16
2777;609;2;16
2778;609;2;16
2779;610;1;8
2780;610;1;8
2781;610;2;8
2782;610;2;8
2783;610;2;8
2784;611;1;4
2785;611;1;4
2786;611;1;4
2787;611;1;4
2788;611;2;4
2789;611;2;4
2790;612;2;15
2791;612;2;15
2792;613;1;5
2793;613;1;5
2794;614;1;10
2795;614;1;10
2796;614;1;10
2797;614;2;10
2798;614;2;10
2799;614;2;10
2800;615;2;2
2801;615;2;2
2802;615;2;2
2803;615;2;2
2804;616;1;6
2805;616;1;6
2806;616;2;6
2807;616;2;6
2808;616;2;6
2809;616;2;6
2810;617;1;8
2811;617;1;8
2812;617;1;8
2813;618;2;7
2814;618;2;7
2815;618;2;7
2816;618;2;7
2817;619;1;15
2818;619;1;15
2819;619;2;15
2820;619;2;15
2821;619;2;15
2822;619;2;15
2823;620;1;14
2824;620;1;14
2825;620;2;14
2826;620;2;14
2827;620;2;14
2828;621;1;8
2829;621;1;8
2830;621;1;8
2831;621;1;8
2832;621;2;8
2833;621;2;8
2834;621;2;8
2835;621;2;8
2836;622;2;6
2837;622;2;6
2838;623;1;9
2839;623;1;9
2840;623;2;9
2841;623;2;9
2842;623;2;9
2843;624;1;10
2844;624;1;10
2845;624;1;10
2846;624;2;10
2847;624;2;10
2848;624;2;10
2849;624;2;10
2850;625;1;14
2851;625;1;14
2852;625;1;14
2853;625;2;14
2854;625;2;14
2855;625;2;14
2856;625;2;14
2857;626;2;3
2858;626;2;3
2859;626;2;3
2860;626;2;3
2861;627;2;6
2862;627;2;6
2863;627;2;6
2864;628;1;15
2865;628;1;15
2866;628;1;15
2867;628;2;15
2868;628;2;15
2869;629;2;6
2870;629;2;6
2871;629;2;6
2872;629;2;6
2873;630;2;7
2874;630;2;7
2875;630;2;7
2876;631;1;15
2877;631;1;15
2878;631;1;15
2879;631;2;15
2880;631;2;15
2881;632;1;13
2882;632;1;13
2883;632;1;13
2884;633;2;4
2885;633;2;4
2886;633;2;4
2887;634;2;8
2888;634;2;8
2889;634;2;8
2890;634;2;8
2891;635;2;13
2892;635;2;13
2893;636;1;12
2894;636;1;12
2895;636;1;12
2896;637;1;14
2897;637;1;14
2898;637;2;14
2899;637;2;14
2900;637;2;14
2901;638;1;5
2902;638;1;5
2903;638;1;5
2904;638;1;5
2905;638;2;5
2906;638;2;5
2907;638;2;5
2908;638;2;5
2909;639;2;8
2910;639;2;8
2911;639;2;8
2912;640;2;9
2913;640;2;9
2914;640;2;9
2915;641;1;9
2916;641;1;9
2917;641;1;9
2918;641;2;9
2919;641;2;9
2920;641;2;9
2921;641;2;9
2922;643;1;7
2923;643;1;7
2924;643;1;7
2925;643;2;7
2926;643;2;7
2927;643;2;7
2928;644;1;2
2929;644;1;2
2930;644;1;2
2931;644;2;2
2932;644;2;2
2933;644;2;2
2934;644;2;2
2935;645;1;16
2936;645;1;16
2937;645;1;16
2938;645;2;16
2939;645;2;16
2940;645;2;16
2941;646;1;10
2942;646;1;10
2943;646;1;10
2944;646;2;10
2945;646;2;10
2946;647;1;12
2947;647;1;12
2948;647;1;12
2949;647;2;12
2950;647;2;12
2951;647;2;12
2952;648;1;16
2953;648;1;16
2954;648;1;16
2955;648;1;16
2956;648;2;16
2957;648;2;16
2958;649;1;2
2959;649;1;2
2960;649;2;2
2961;649;2;2
2962;649;2;2
2963;649;2;2
2964;650;1;6
2965;650;1;6
2966;650;2;6
2967;650;2;6
2968;650;2;6
2969;650;2;6
2970;651;1;2
2971;651;1;2
2972;651;2;2
2973;651;2;2
2974;651;2;2
2975;651;2;2
2976;652;1;4
2977;652;1;4
2978;652;1;4
2979;652;1;4
2980;653;1;11
2981;653;1;11
2982;654;1;10
2983;654;1;10
2984;654;2;10
2985;654;2;10
2986;655;1;14
2987;655;1;14
2988;655;1;14
2989;655;2;14
2990;655;2;14
2991;655;2;14
2992;656;2;16
2993;656;2;16
2994;657;1;5
2995;657;1;5
2996;657;1;5
2997;657;1;5
2998;657;2;5
2999;657;2;5
3000;658;2;11
3001;658;2;11
3002;658;2;11
3003;658;2;11
3004;659;2;1
3005;659;2;1
3006;660;1;5
3007;660;1;5
3008;660;2;5
3009;660;2;5
3010;661;1;9
3011;661;1;9
3012;661;1;9
3013;661;1;9
3014;662;1;7
3015;662;1;7
3016;662;2;7
3017;662;2;7
3018;663;1;4
3019;663;1;4
3020;663;1;4
3021;663;2;4
3022;663;2;4
3023;664;1;1
3024;664;1;1
3025;664;2;1
3026;664;2;1
3027;664;2;1
3028;665;1;11
3029;665;1;11
3030;665;1;11
3031;665;1;11
3032;665;2;11
3033;665;2;11
3034;665;2;11
3035;666;1;7
3036;666;1;7
3037;666;1;7
3038;666;2;7
3039;666;2;7
3040;667;1;15
3041;667;1;15
3042;667;2;15
3043;667;2;15
3044;668;1;15
3045;668;1;15
3046;668;2;15
3047;668;2;15
3048;668;2;15
3049;670;1;6
3050;670;1;6
3051;670;1;6
3052;670;1;6
3053;670;2;6
3054;670;2;6
3055;670;2;6
3056;672;1;5
3057;672;1;5
3058;672;2;5
3059;672;2;5
3060;672;2;5
3061;672;2;5
3062;673;1;12
3063;673;1;12
3064;673;2;12
3065;673;2;12
3066;674;1;9
3067;674;1;9
3068;674;1;9
3069;675;1;13
3070;675;1;13
3071;676;1;15
3072;676;1;15
3073;676;2;15
3074;676;2;15
3075;676;2;15
3076;676;2;15
3077;677;1;13
3078;677;1;13
3079;677;1;13
3080;677;2;13
3081;677;2;13
3082;677;2;13
3083;677;2;13
3084;678;1;15
3085;678;1;15
3086;678;1;15
3087;678;1;15
3088;679;1;8
3089;679;1;8
3090;679;2;8
3091;679;2;8
3092;680;1;5
3093;680;1;5
3094;680;2;5
3095;680;2;5
3096;680;2;5
3097;680;2;5
3098;681;1;15
3099;681;1;15
3100;681;1;15
3101;681;2;15
3102;681;2;15
3103;681;2;15
3104;682;1;8
3105;682;1;8
3106;682;1;8
3107;683;1;7
3108;683;1;7
3109;683;1;7
3110;683;1;7
3111;683;2;7
3112;683;2;7
3113;683;2;7
3114;683;2;7
3115;684;2;10
3116;684;2;10
3117;685;2;13
3118;685;2;13
3119;686;1;13
3120;686;1;13
3121;686;1;13
3122;686;1;13
3123;687;1;6
3124;687;1;6
3125;687;1;6
3126;687;2;6
3127;687;2;6
3128;687;2;6
3129;687;2;6
3130;688;2;3
3131;688;2;3
3132;688;2;3
3133;688;2;3
3134;689;1;9
3135;689;1;9
3136;689;1;9
3137;689;1;9
3138;689;2;9
3139;689;2;9
3140;690;1;2
3141;690;1;2
3142;690;1;2
3143;690;1;2
3144;690;2;2
3145;690;2;2
3146;691;1;15
3147;691;1;15
3148;691;1;15
3149;691;2;15
3150;691;2;15
3151;692;2;2
3152;692;2;2
3153;692;2;2
3154;693;1;2
3155;693;1;2
3156;693;2;2
3157;693;2;2
3158;693;2;2
3159;694;1;4
3160;694;1;4
3161;694;1;4
3162;694;1;4
3163;694;2;4
3164;694;2;4
3165;695;1;8
3166;695;1;8
3167;696;1;2
3168;696;1;2
3169;696;2;2
3170;696;2;2
3171;696;2;2
3172;697;1;1
3173;697;1;1
3174;697;1;1
3175;697;1;1
3176;697;2;1
3177;697;2;1
3178;697;2;1
3179;697;2;1
3180;698;1;6
3181;698;1;6
3182;698;1;6
3183;698;1;6
3184;698;2;6
3185;698;2;6
3186;698;2;6
3187;699;1;10
3188;699;1;10
3189;700;2;8
3190;700;2;8
3191;700;2;8
3192;702;1;11
3193;702;1;11
3194;702;1;11
3195;702;1;11
3196;702;2;11
3197;702;2;11
3198;702;2;11
3199;702;2;11
3200;703;2;2
3201;703;2;2
3202;704;1;5
3203;704;1;5
3204;704;2;5
3205;704;2;5
3206;704;2;5
3207;705;1;9
3208;705;1;9
3209;705;1;9
3210;705;1;9
3211;706;1;7
3212;706;1;7
3213;706;2;7
3214;706;2;7
3215;706;2;7
